"gene_accession_id","analysis_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue"
"1913105","s16bzogo4318870","Slc28a2","C57BL","Early adult","IMPC_OFD_016_001","center permanence time","0.6251938"
"1347090","s16m3f3w2mc5x54","Anxa10","C57BL","Early adult","IMPC_FEA_003_001","conditioning baseline % freezing time","0.6492162"
"2444115","s16ojj068z6e8ke","Hecw1","C57BL","Late adult","IMPC_GPO_002_001","placenta morphology","0.8626765"
"1330861","s17qgr38r72rxb2","Dclk1","C57BL","Early adult","IMPC_GEL_063_001","delayed embryonic development","0.4317986"
"1913743","s1860h4ah4q3yzt","Mrpl51","C57BL","E12.5","MGP_IMM_033_001","total nk cells - % of cd45+","0.6900283"
"98386","s188asv0v51qfk2","Sptan1","C57BL","Early adult","JAXLA_CSD_007_001","coat - color - abdomen","0.1259647"
"2443008","s1a1u85wq8w76uo","Trappc8","C57BL","E9.5","TCP_CHL_071_001","baseline inspiratory time","0.2866706"
"3647046","s1b95pv3qp2x528","Tmem170b","C57BL","Early adult","CCP_IMM_032_002","effector cd8+ t cells - % of live leukocytes","0.6839311"
"2137913","s1b961994t7b327","Loxl2","C57BL","Early adult","IMPC_GEL_027_001","neural tube closure","0.799822"
"98386","s1g6fx42nz1447d","Sptan1","C57BL","E9.5","IMPC_CBC_013_001","alanine aminotransferase","0.1622469"
"1336213","s1ga5v4srhn7u1s","Mybpc1","C57BL","Early adult","IMPC_CBC_023_001","alpha-amylase","0.7979479"
"1915513","s1ilq3r159vy11n","Pdhb","C57BL","E12.5","IMPC_EYE_063_001","right inner nuclear layer","0.4650928"
"1919173","s1k5v84174rst17","Borcs6","C57BL","Early adult","IMPC_DXA_003_001","lean mass","0.2589935"
"1330861","s1k6b286gvm78je","Dclk1","C57BL","Early adult","TCP_CHL_081_001","baseline enhanced pause","0.9470125"
"2444115","s1p5yav339sow75","Hecw1","C57BL","Early adult","IMPC_HEM_029_001","neutrophil differential count","0.8277225"
"2442192","s1ped6pj4g41408","Eea1","C57BL","Early adult","UCD_OWT_002_001","heart weight","1"
"2447762","s1q6194huug3s3v","Yeats2","C57BL","Late adult","UCD_OWT_004_001","left kidney","0.4044661"
"1927594","s1rta8ts9842q87","Itm2c","C57BL","Early adult","IMPC_EYE_012_001","pupil shape","0.2781756"
"103258","s1uu4afwla78808","Adad1","C57BL","Early adult","IMPC_GEL_063_001","delayed embryonic development","0.982205"
"1930618","s1va3q0nn38op09","Krit1","C57BL","E12.5","CCP_XRY_010_001","shape of ribs","0.3208159"
"97749","s1w19a595zfda42","Ppia","C57BL","Early adult","JAXLA_CSD_039_001","limb grasp","0.3749972"
"1100867","s1zn594obk4dhc3","Asic2","C57BL","Early adult","IMPC_ACS_035_001","% pre-pulse inhibition - ppi3","0.07894941"
"1927594","s2172x89e80cr61","Itm2c","C57BL","Early adult","IMPC_CBC_009_001","calcium","0.8607184"
"1917633","s2177r5890b5a82","Cox10","C57BL","E9.5","CCP_XRY_060_001","transitional vertebrae","0.9112824"
"1927665","s21fptk22x458vs","Sirt3","C57BL","Early adult","UCD_OWT_029_001","body length","0.1831068"
"2137913","s221s2jrg4rlyb4","Loxl2","C57BL","Early adult","UCD_OWT_005_001","right kidney","0.06119056"
"2158468","s226ik9pz814r3u","Ms4a3","C57BL","Early adult","IMPC_CSD_039_001","limb grasp","0.9721024"
"1891361","s232f53fb0587lf","Psg29","C57BL","Early adult","ESLIM_011_001_009","pp3 + pulse startle magnitude","0.9315299"
"2137913","s2333b36r7n4210","Loxl2","C57BL","Early adult","IMPC_OFD_020_001","distance travelled - total","0.2241382"
"1913105","s236555h1h66bw9","Slc28a2","C57BL","Early adult","CCP_XRY_011_001","fusion of ribs","0.297619"
"1933388","s249kl9rkh3xb24","Bicc1","C57BL","E15.5","UCD_OWT_029_001","body length","0.443728"
"2442192","s250bqf28n8tq31","Eea1","C57BL","Early adult","TCP_CHL_081_001","baseline enhanced pause","0.8310826"
"894310","s26g70s2f51udu3","Septin8","C57BL","Early adult","IMPC_OFD_007_001","whole arena resting time","0.8095"
"109167","s26vfr3p0z184q7","Fgf11","C57BL","Early adult","IMPC_CSD_080_001","head bobbing","0.4063398"
"1933946","s2783468k4u41w6","Ptov1","C57BL","E18.5","IMPC_EYE_007_001","cornea","0.3701933"
"96391","s287l87w249m560","Ica1","C57BL","Early adult","IMPC_CBC_010_001","phosphorus","0.7679935"
"1930618","s297h6h7wi7b038","Krit1","C57BL","Early adult","CCP_XRY_064_001","thoracic processes","0.6934999"
"2669033","s29p8hpo6303u13","Tmc3","C57BL","Early adult","IMPC_OFD_007_001","whole arena resting time","0.1953188"
"1915513","s2b3q9z6iv16v6q","Pdhb","C57BL","E9.5","IMPC_OFD_015_001","center resting time","0.6310601"
"97308","s2bt7414g2ue480","Nfe2","C57BL","Early adult","IMPC_CSD_033_001","gait","0.08958599"
"1913346","s2fp9ts9803pkz1","Lamtor4","C57BL","Early adult","IMPC_HEM_003_001","hemoglobin","0.9234744"
"1922684","s2h955vgy47qq48","Cimip2c","C57BL","Early adult","IMPC_HEM_002_001","red blood cell count","0.992772"
"1913367","s2lg314ag9175v6","Fmc1","C57BL","E12.5","IMPC_EYE_016_001","lens","0.6051468"
"1917678","s2yp5je9a5ynaoh","Polr3b","C57BL","Early adult","IMPC_EYE_023_001","optic disc","0.9281116"
"2448415","s30824m49587682","H2bc21","C57BL","Late adult","IMPC_CBC_028_001","creatine kinase","0.05154304"
"1920845","s30qr5euh8jxv97","Ttll13","C57BL","Early adult","IMPC_IPG_012_001","area under glucose response curve","0.9831321"
"107444","s314l1s636ba83u","Efna5","C57BL","Early adult","IMPC_XRY_005_001","teeth","0.4243611"
"1929865","s323nmexc66r3k5","Nampt","C57BL","E9.5","ESLIM_005_001_004","bone mineral density (excluding skull)","0.4775984"
"109242","s339730n2my3y52","Spin1","C57BL","E9.5","IMPC_GEL_042_001","otic vesicle morphology","0.7063215"
"99178","s34610z34pa9567","Zfp30","C57BL","Early adult","IMPC_HEM_003_001","hemoglobin","0.1267464"
"3644478","s35033j775w5746","Defb47","C57BL","Early adult","IMPC_CBC_013_001","alanine aminotransferase","0.1688063"
"107444","s3580um359fl9xa","Efna5","C57BL","Early adult","IMPC_OFD_007_001","whole arena resting time","0.3749059"
"2448415","s35z9p5ni20085h","H2bc21","C57BL","Early adult","IMPC_OFD_050_001","percentage center movement time","0.3820013"
"1915878","s372503249zb747","Fbxw9","C57BL","Early adult","IMPC_GRS_009_001","forelimb and hindlimb grip strength measurement mean","0.1053007"
"99460","s39ml556k5r4384","Notch3","C57BL","Early adult","ESLIM_008_001_001","body position","0.467391"
"2443008","s39p1502ynl6bbf","Trappc8","C57BL","Early adult","IMPC_CBC_016_001","hdl-cholesterol","0.3294285"
"3700200","s3a735s43n08o1v","Ift70a2","C57BL","Early adult","IMPC_DXA_008_001","lean/body weight","0.887993"
"96136","s3gok059489h1fy","Hmgn2","C57BL","Early adult","IMPC_GEL_042_001","otic vesicle morphology","0.5302679"
"109242","s3k21k531mbau19","Spin1","C57BL","E12.5","UCD_OWT_004_001","left kidney","0.6749248"
"1860075","s3k34j7ezi67lpx","Ppt2","C57BL","Early adult","IMPC_CSD_010_001","coat - color pattern - abdomen","0.794792"
"1891361","s3kji4gr76ll21c","Psg29","C57BL","Early adult","IMPC_EYE_027_001","persistence of hyaloid vascular system","0.6063858"
"1913367","s3m6qr29k84q60i","Fmc1","C57BL","E12.5","IMPC_DXA_006_001","body length","0.5126464"
"1891361","s3p34r85875s83y","Psg29","C57BL","Early adult","IMPC_CBC_023_001","alpha-amylase","0.6446754"
"3605773","s3p3e42orirfym2","Cimip2a","C57BL","Early adult","IMPC_HEM_002_001","red blood cell count","0.8695158"
"2448415","s3ty7qk79j7715j","H2bc21","C57BL","Middle aged adult","IMPC_GEP_005_002","responsive to tactile stimuli","0.2935027"
"2137681","s3v10t1er60vo0o","Sfxn5","C57BL","Early adult","IMPC_GEL_029_001","midbrain","0.2794733"
"1891214","s3y1cvc00103s40","Lhfpl1","C57BL","Early adult","IMPC_XRY_019_001","fusion of vertebrae","0.06897716"
"95748","s3y678r1hwwmy5j","Glra2","C57BL","Early adult","JAX_OFD_020_001","distance travelled - total","0.05602391"
"1927594","s3z45p561q0j167","Itm2c","C57BL","Early adult","IMPC_ACS_035_001","% pre-pulse inhibition - ppi3","0.5434328"
"1927594","s3zj6t93vg951x4","Itm2c","C57BL","Early adult","IMPC_GRS_011_001","forelimb and hindlimb grip strength normalised against body weight","0.4444222"
"2442201","s40407g81239c64","Adap1","C57BL","Early adult","IMPC_OFD_007_001","whole arena resting time","0.3370828"
"1298386","s40lf7t5u19c668","Tpd52l1","C57BL","Early adult","IMPC_CSD_032_001","locomotor activity","0.3996162"
"1915878","s40p6749w1qs6o2","Fbxw9","C57BL","Early adult","JAX_OFD_009_001","whole arena average speed","0.8700969"
"2443008","s40z9h00ju787e1","Trappc8","C57BL","E9.5","IMPC_CBC_011_001","iron","0.4202223"
"107444","s41k2hov6i4h1gw","Efna5","C57BL","Early adult","ESLIM_011_001_705","global prepulse inhibition","0.8001541"
"2444115","s422xlrs5sn4pp9","Hecw1","C57BL","Early adult","M-G-P_007_001_003","whole arena - resting time","0.9395981"
"1313312","s42929flx3n01ny","Khdrbs3","C57BL","Early adult","IMPC_CBC_010_001","phosphorus","0.5775604"
"1100867","s43gl83rldvt016","Asic2","C57BL","Early adult","IMPC_CSD_061_001","skin color - tail","0.1378678"
"107372","s43lt211h9v7cc2","Pter","C57BL","Early adult","IMPC_OFD_020_001","distance travelled - total","0.9400775"
"98386","s45ziin914nba96","Sptan1","C57BL","Early adult","IMPC_EYE_007_001","cornea","0.1454493"
"1933946","s470629h7r8k748","Ptov1","C57BL","Early adult","IMPC_CBC_009_001","calcium","0.7323007"
"1919173","s47n0pjc4au29h0","Borcs6","C57BL","Early adult","JAX_OFD_013_001","periphery average speed","0.990865"
"2447762","s4848u33why61av","Yeats2","C57BL","Late adult","IMPC_ABR_004_001","6khz-evoked abr threshold","0.8519933"
"2444115","s495zy4jrix3j4v","Hecw1","C57BL","Middle aged adult","IMPC_ABR_012_001","30khz-evoked abr threshold","0.4819674"
"1913367","s4a93t4ete3u890","Fmc1","C57BL","E15.5","IMPC_EYE_007_001","cornea","0.724425"
"1933126","s4d74fm2o23a50c","Cdk5rap3","C57BL","Early adult","IMPC_GEP_017_001","facial morphology","0.2291597"
"1933169","s4e7t15953zmp5q","Sacm1l","C57BL","E9.5","IMPC_EYE_067_001","left anterior chamber depth","0.1516229"
"3605773","s4ehe45df9gjmok","Cimip2a","C57BL","Early adult","IMPC_EYE_059_001","mean right eye lens density","0.3281636"
"1345633","s4ja4c667490wcg","Mars1","C57BL","Early adult","JAX_OFD_007_001","whole arena resting time","0.2622183"
"2444115","s4kb0dn7686inhs","Hecw1","C57BL","Early adult","IMPC_GEO_009_002","hemorrhage","0.9869601"
"3605773","s4nhqc5147l89q7","Cimip2a","C57BL","Early adult","IMPC_GEO_047_002","microphthalmia","0.5371167"
"1915513","s4u77vugo0896fv","Pdhb","C57BL","Early adult","IMPC_GPO_003_001","placenta vasculature","0.7513053"
"95748","s4v734v9xfd233p","Glra2","C57BL","Early adult","IMPC_EYE_026_001","retinal blood vessels pattern","0.8495082"
"1913367","s4yc5rp56s28km9","FMC1","C57BL","Early adult","IMPC_EYE_055_001","max left eye lens density","0.6056181"
"2681164","s50pirl3kho3exv","Plekha8","C57BL","Early adult","IMPC_XRY_019_001","fusion of vertebrae","0.8283282"
"2444115","s53b10044d76yfy","Hecw1","C57BL","Middle aged adult","IMPC_ECG_007_001","qrs","0.8513844"
"1891214","s53pom6e93h4sd6","Lhfpl1","C57BL","Early adult","JAX_OFD_021_001","number of rears - total","0.1710229"
"1933169","s5500cz01455739","Sacm1l","C57BL","E12.5","IMPC_LDT_008_001","percent time in light","0.6142095"
"2442632","s55449d1ej7ktyt","Cacna2d4","C57BL","Early adult","IMPC_GEL_029_001","midbrain","0.6518072"
"1927594","s55gc3yf99x4t4b","Itm2c","C57BL","Early adult","IMPC_EYE_083_001","vitreous","0.298354"
"94903","s57o21747sxj947","Dlx3","C57BL","E9.5","IMPC_ECH_003_001","stroke volume","0.3750431"
"1891361","s57tdm2r7z6044o","Psg29","C57BL","Early adult","IMPC_EYE_025_001","retinal blood vessels structure","0.326676"
"107372","s57u9k619ato954","Pter","C57BL","Early adult","JAXLA_CSD_007_001","coat - color - abdomen","0.2503418"
"1915094","s581993473vxd99","Rab32","C57BL","Early adult","IMPC_CSD_032_001","locomotor activity","0.8761813"
"1933169","s5f3x51mwce0z54","Sacm1l","C57BL","E9.5","IMPC_CBC_016_001","hdl-cholesterol","0.2324645"
"97166","s5gzxj866a5254b","Msmb","C57BL","Early adult","IMPC_CSD_032_001","locomotor activity","0.9533828"
"1927665","s5itc898tb70tl4","Sirt3","C57BL","Early adult","IMPC_DXA_004_001","bone mineral density (excluding skull)","0.269729"
"2442192","s5p7ks2oj2233q9","Eea1","C57BL","Early adult","IMPC_EYE_063_001","right inner nuclear layer","0.8809425"
"2679007","s5r839dn2i8c48j","Elmo3","C57BL","Early adult","IMPC_OFD_016_001","center permanence time","0.3319959"
"1924285","s5s49047l94226o","Kdm8","C57BL","Early adult","IMPC_GEL_029_001","midbrain","0.7157919"
"2448415","s5t099lxk33s4et","H2bc21","C57BL","Early adult","ESLIM_008_001_013","startle response","0.1596984"
"104709","s5u4w6b0rwp9gf9","Wbp2","C57BL","Early adult","IMPC_DXA_002_001","fat mass","0.1671942"
"2137913","s5y061n3wo113q9","Loxl2","C57BL","Early adult","IMPC_CSD_010_001","coat - color pattern - abdomen","0.837018"
"109242","s5z0kh2eab5dhf1","Spin1","C57BL","Early adult","JAXLA_CSD_039_001","limb grasp","0.192113"
"1913105","s603j2tm75b0986","Slc28a2","C57BL","Early adult","IMPC_GEO_047_002","microphthalmia","0.7977404"
"1917315","s62qo911bu182g2","Ankrd60","C57BL","Early adult","IMPC_EYE_024_001","retinal blood vessels","0.8392459"
"1914296","s631d8d31k31l81","Tbc1d7","C57BL","Early adult","IMPC_GEL_064_001","somite morphology","0.6784251"
"1922684","s637j097d8ju27u","Cimip2c","C57BL","Early adult","IMPC_GEL_018_001","visceral yolk sac morphology","0.9753768"
"2444115","s641r9u19ql3dhu","Hecw1","C57BL","Early adult","IMPC_DXA_006_001","body length","0.9298365"
"2448415","s642n529200e020","H2bc21","C57BL","Early adult","IMPC_EYE_017_001","lens opacity","0.6487634"
"2685720","s64bj5bx5qv3588","Acss3","C57BL","Early adult","IMPC_ABR_010_001","24khz-evoked abr threshold","0.4375589"
"106638","s64zftsfbc906c9","Pla2g2c","C57BL","Early adult","IMPC_GEL_060_001","neural tube morphology","0.7979613"
"1101768","s65lz2932q996m0","H3f3b","C57BL","Early adult","IMPC_HEM_002_001","red blood cell count","0.8543487"
"2685720","s65o32ky6g0jj89","Acss3","C57BL","Early adult","IMPC_CSD_078_001","vocalization","0.3157709"
"107372","s67b27nf75au07h","Pter","C57BL","Early adult","IMPC_HEM_033_001","monocyte differential count","0.1068839"
"98386","s692t719179p252","Sptan1","C57BL","E15.5","IMPC_CBC_009_001","calcium","0.571827"
"2444115","s69hb286y3uyyrk","Hecw1","C57BL","Middle aged adult","ESLIM_019_001_007","ige","0.6081579"
"1915878","s6cn2060331c8k8","Fbxw9","C57BL","Early adult","IMPC_ACS_037_001","% pre-pulse inhibition - global","0.7035525"
"98386","s6ffgu58w7f3hhf","Sptan1","C57BL","E15.5","ESLIM_008_001_013","startle response","0.7401649"
"1915513","s6gxux907p08164","Pdhb","C57BL","E12.5","IMPC_CSD_037_001","unexpected behaviors","0.5268021"
"1923607","s6hm1dt03m10x79","Trmt5","C57BL","Early adult","CCP_XRY_001_001","skull shape","0.8509417"
"1860075","s6i2611bfxqn6m7","Ppt2","C57BL","Early adult","IMPC_EYE_025_001","retinal blood vessels structure","0.6427264"
"1922684","s6ixg7u251kw6z2","Cimip2c","C57BL","Early adult","IMPC_LDT_007_001","percent time in dark","0.9131265"
"2681164","s6lkw945u56cz6a","Plekha8","C57BL","Early adult","ESLIM_011_001_010","pp4 + pulse startle magnitude","0.3021824"
"2384860","s6qd105dgb17bei","Slc44a3","C57BL","Early adult","IMPC_OFD_015_001","center resting time","0.6314398"
"1933388","s6w6x5anu762w3t","Bicc1","C57BL","E15.5","IMPC_DXA_006_001","body length","0.7164299"
"1860083","s6wf6xpije5q2s8","Cd320","C57BL","Early adult","IMPC_FEA_003_001","conditioning baseline % freezing time","0.952986"
"2448415","s7022emf7p8183z","H2bc21","C57BL","Early adult","IMPC_GEP_017_001","facial morphology","0.5906357"
"2442201","s710hmw8trc4e1d","Adap1","C57BL","Early adult","IMPC_EYE_013_001","pupil dilation","0.5652442"
"2151153","s712670a92s298g","Boc","C57BL","Early adult","IMPC_CBC_058_001","cholesterol ratio","0.5858207"
"2444298","s722ihv3u2gp8q6","G2e3","C57BL","Early adult","IMPC_DXA_010_001","bone area","0.00004454366"
"2444115","s7240215r6ksg66","Hecw1","C57BL","Late adult","IMPC_CSD_029_001","activity (body position)","0.2064763"
"1196455","s72fj9lq8b54l47","Ccdc97","C57BL","Early adult","IMPC_IPG_010_001","fasted blood glucose concentration","0.6462114"
"1933946","s74sy6o6x7865r7","Ptov1","C57BL","Early adult","IMPC_HEM_029_001","neutrophil differential count","0.8386221"
"95707","s7573b3x1go856q","Gh","C57BL","Early adult","JAX_OFD_007_001","whole arena resting time","0.8583442"
"2442192","s774vm6d22abgp6","Eea1","C57BL","Early adult","ESLIM_011_001_009","pp3 + pulse startle magnitude","0.6943743"
"2137681","s7772p221ef7hb8","Sfxn5","C57BL","Early adult","IMPC_HEM_030_001","neutrophil cell count","0.8981491"
"1917315","s7acy7yyctcj977","Ankrd60","C57BL","Early adult","IMPC_CSD_061_001","skin color - tail","0.4744614"
"2444298","s7b28irtevu46ig","G2e3","C57BL","Early adult","IMPC_EYE_024_001","retinal blood vessels","0.3957364"
"1933169","s7gg8493uvlkzf9","Sacm1l","C57BL","Early adult","IMPC_CSD_039_001","limb grasp","0.7591994"
"96743","s7h6gp12e2c4d9h","Lamb1","C57BL","Early adult","ESLIM_011_001_010","pp4 + pulse startle magnitude","0.5204268"
"2448415","s7jay0463t8hj82","H2bc21","C57BL","Middle aged adult","IMPC_GEO_047_002","microphthalmia","0.1626804"
"1929865","s7og1562086iv59","Nampt","C57BL","Early adult","IMPC_DXA_008_001","lean/body weight","0.05318394"
"2384812","s7srp32ox03tqr6","Lpcat1","C57BL","Early adult","IMPC_CBC_015_001","total cholesterol","0.8916547"
"3700200","s7ufb4n60l3r4xp","Ift70a2","C57BL","Early adult","IMPC_EYE_017_001","lens opacity","0.917804"
"2447762","s7ujfb98464sgh6","Yeats2","C57BL","Early adult","IMPC_OFD_011_001","periphery resting time","0.5388641"
"1347354","s7x4h97y5zwy64w","Homer2","C57BL","Early adult","ESLIM_011_001_703","prepulse inhibition - pp3","0.9162585"
"1917678","s7yj5h5j3ildb0p","Polr3b","C57BL","E12.5","IMPC_ACS_006_001","response amplitude - s","0.6000762"
"3644478","s80sp9g15r269rx","Defb47","C57BL","Early adult","IMPC_CSD_030_001","tremor","0.1964646"
"96743","s817y0x1x72c19h","Lamb1","C57BL","E9.5","IMPC_HEM_029_001","neutrophil differential count","0.9309428"
"1917315","s81lc5656i49906","Ankrd60","C57BL","Early adult","IMPC_DXA_006_001","body length","0.95774"
"1202715","s83164vfa6401u4","Tcf21","C57BL","Early adult","ESLIM_008_001_003","defecation","0.9096601"
"1924136","s84p6v692l399n9","Fam81a","C57BL","Early adult","ESLIM_007_001_009","periphery average speed","1"
"98386","s84wc16s9rc20nm","Sptan1","C57BL","Early adult","HRWL_OWT_001_001","spleen weight","0.2862369"
"1915094","s8545env0v94lf9","Rab32","C57BL","Early adult","IMPC_HWT_008_001","heart weight","0.8304188"
"96136","s8573y949y0600b","Hmgn2","C57BL","E12.5","UCD_OWT_008_001","liver weight","0.971155"
"1930618","s866va9ixylc5lr","Krit1","C57BL","Early adult","IMPC_IPG_010_001","fasted blood glucose concentration","0.3750837"
"1927665","s86b6883mp73577","Sirt3","C57BL","Early adult","IMPC_EYE_067_001","left anterior chamber depth","0.469931"
"1915513","s87tf88izs6f8jt","Pdhb","C57BL","E9.5","CCP_XRY_010_001","shape of ribs","0.5641563"
"1933126","s88v3bi15x7061o","Cdk5rap3","C57BL","Early adult","IMPC_EYE_059_001","mean right eye lens density","0.7597129"
"96391","s8fjnj7m3y4279h","Ica1","C57BL","Early adult","ESLIM_005_001_004","bone mineral density (excluding skull)","0.4181273"
"1891361","s8l9t11w1z6n651","Psg29","C57BL","Early adult","IMPC_ABR_004_001","6khz-evoked abr threshold","0.6254084"
"2384812","s8ln62154b6hfn5","Lpcat1","C57BL","Early adult","IMPC_GEL_011_001","embryo turning","0.4941911"
"103258","s8m3y9e4an363i2","Adad1","C57BL","Early adult","IMPC_GEO_009_002","hemorrhage","0.9506248"
"1858752","s8ql4ae3h85wq5e","Rundc3a","C57BL","Early adult","IMPC_GRS_011_001","forelimb and hindlimb grip strength normalised against body weight","0.00000000000000288658"
"98386","s8vn5e7kyp5uv6s","Sptan1","C57BL","E9.5","IMPC_GEL_058_001","heart morphology","0.1303958"
"1913367","s8w2c8r60n0wpl4","Fmc1","C57BL","E15.5","IMPC_EYE_069_001","left inner nuclear layer","0.9457372"
"96391","s8xoxe79zkc032e","Ica1","C57BL","Early adult","IMPC_HEM_001_001","white blood cell count","0.4262853"
"1860075","s8z5c430en8h44c","Ppt2","C57BL","Early adult","CCP_XRY_010_001","shape of ribs","0.2933091"
"109242","s8zw04s4316pf26","Spin1","C57BL","Early adult","ESLIM_011_001_009","pp3 + pulse startle magnitude","0.09249582"
