"parameter_id","impc_parameter_orig_id","name","description"
"IMPC_ACS_018_001","35579"," pre-pulse stimulus 2","pre pulse stimulus 2"
"IMPC_ACS_019_001","35580"," pre-pulse stimulus 3","pre pulse stimulus 3"
"IMPC_ACS_020_001","35581"," pre-pulse stimulus 4","pre pulse stimulus 4"
"IMPC_ACS_021_001","35582"," inter-trial interval","inter trial interval"
"IMPC_ACS_022_001","35583"," number of trials","number of trials"
"IMPC_ACS_023_001","35584"," in-chamber adapt time","in chamber adapt time"
"IMPC_ACS_024_001","35585"," stimulus order","stimulus order"
"IMPC_ACS_025_001","35586"," mouse chamber id","mouse chamber id"
"IMPC_ACS_026_001","35587"," equipment id","equipment name"
"IMPC_ACS_027_001","35588"," equipment manufacturer","equipment manufacturer"
"IMPC_ACS_028_001","35589"," equipment model","equipment model"
"IMPC_ACS_029_001","35590"," software version","software version"
"IMPC_ACS_030_001","35591"," mouse chamber dimension","mouse chamber dimension"
"IMPC_ACS_031_001","35592"," sound generator manufacturer","sound generator"
"IMPC_ACS_032_001","35593"," sound-proof box dimension","sound proof box dimension"
"IMPC_ACS_033_001","35594"," % pre-pulse inhibition - ppi1"," pre pulse inhibition pp1"
"IMPC_ACS_034_001","35595"," % pre-pulse inhibition - ppi2"," pre pulse inhibition pp2"
"IMPC_ACS_035_001","35596"," % pre-pulse inhibition - ppi3"," pre pulse inhibition pp3"
"IMPC_ACS_036_001","35597"," % pre-pulse inhibition - ppi4"," pre pulse inhibition pp4"
"IMPC_ACS_037_001","35598"," % pre-pulse inhibition - global"," pre pulse inhibition global"
"IMPC_ACS_038_001","35599"," date equipment last calibrated",""
"IMPC_ACS_013_001","35600"," inter pp-s stimulus interval",""
"IMPC_ACS_039_001","35601"," sound generator model",""
"IMPC_ACS_040_001","35602"," acoustic startle response measure",""
"IMPC_GEL_006_001","42538"," pericardium morphology","pericardium morphology"
"IMPC_GEL_011_001","42539"," embryo turning","embryo turning"
"IMPC_GEL_014_001","42540"," allantois morphology","allantois morphology"
"IMPC_GEL_015_001","42541"," vitelline vasculature morphology","vitelline vasculature morphology"
"IMPC_GEL_018_001","42542"," visceral yolk sac morphology","visceral yolk sac morphology"
"IMPC_GEL_019_001","42543"," chorioallantoic fusion","chorioallantoic fusion"
"IMPC_GEL_024_001","42544"," branchial arch morphology","branchial arch morphology"
"IMPC_GEL_027_001","42545"," neural tube closure","neural tube closure"
"IMPC_GEL_028_001","42546"," forebrain","forebrain"
"IMPC_GEL_029_001","42547"," midbrain","midbrain"
"IMPC_GEL_030_001","42548"," hindbrain","hindbrain"
"IMPC_GEL_032_001","42549"," embryo size","embryo size"
"IMPC_GEL_033_001","42550"," tail bud morphology","tail bud morphology"
"IMPC_GEL_038_001","42551"," limb bud morphology","limb bud morphology"
"IMPC_GEL_042_001","42552"," otic vesicle morphology","otic vesicle morphology"
"IMPC_GEL_043_001","42553"," comment on image","comment on image"
"IMPC_GEL_044_001","42554"," images","images"
"IMPC_GEL_045_001","42555"," experimenter id","experimenter id"
"IMPC_GEL_046_001","42556"," equipment id","equipment id"
"IMPC_GEL_047_001","42557"," equipment manufacturer","equipment manufacturer"
"IMPC_GEL_048_001","42558"," equipment model","equipment model"
"IMPC_GEL_049_001","42559"," fixative","fixative"
"IMPC_GEL_050_001","42560"," time of dissection","time of dissection"
"IMPC_GEL_051_001","42561"," somite stage","somite stage"
"IMPC_GEL_052_001","42562"," time of dark cycle start","time of dark cycle start"
"IMPC_GEL_053_001","42563"," time of dark cycle end","time of dark cycle end"
"IMPC_GEL_054_001","42564"," date equipment last calibrated","date equipment last calibrated"
"IMPC_GEL_017_002","42565"," pale yolk sac","pale yolk sac"
"IMPC_GEL_036_002","42566"," pallor","pallor"
"IMPC_GEL_037_002","42567"," blebs","blebs"
"IMPC_GEL_055_001","42568"," severely dysmorphic",""
"IMPC_GEL_056_001","42569"," edema",""
"IMPC_GEL_057_001","42570"," heart looping",""
"IMPC_GEL_058_001","42571"," heart morphology",""
"IMPC_GEL_059_001","42572"," hemorrhage",""
"IMPC_GEL_060_001","42573"," neural tube morphology",""
"IMPC_GEL_061_001","42574"," optic vesicle morphology",""
"IMPC_GEL_062_001","42575"," crl",""
"IMPC_GEL_063_001","42576"," delayed embryonic development",""
"IMPC_GEL_064_001","42577"," somite morphology",""
"IMPC_GEL_065_001","42578"," left-right axis patterning",""
"IMPC_GEL_066_001","42579"," vascular morphology",""
"IMPC_HIS_001_001","23608"," brain - mpath diagnostic term",""
"IMPC_HIS_002_001","23609"," brain - free text diagnostic term",""
"IMPC_HIS_003_001","23610"," brain - mpath process term",""
"IMPC_HIS_004_001","23611"," brain - severity score",""
"IMPC_HIS_005_001","23612"," brain - descriptor pato",""
"IMPC_HIS_006_001","23613"," brain - description",""
"IMPC_HIS_007_001","23614"," eye with optic nerve - mpath diagnostic term",""
"IMPC_HIS_008_001","23615"," eye with optic nerve - free text diagnostic term",""
"IMPC_HIS_009_001","23616"," eye with optic nerve - mpath process term",""
"IMPC_HIS_010_001","23617"," eye with optic nerve - severity score",""
"IMPC_HIS_011_001","23618"," eye with optic nerve - descriptor pato",""
"IMPC_HIS_012_001","23619"," eye with optic nerve - description",""
"IMPC_HIS_013_001","23620"," spinal cord - mpath diagnostic term",""
"IMPC_HIS_014_001","23621"," spinal cord - free text diagnostic term",""
"IMPC_HIS_015_001","23622"," spinal cord - mpath process term",""
"IMPC_HIS_016_001","23623"," spinal cord - severity score",""
"IMPC_HIS_017_001","23624"," spinal cord - descriptor pato",""
"IMPC_HIS_018_001","23625"," spinal cord - description",""
"IMPC_HIS_019_001","23626"," thymus - mpath diagnostic term",""
"IMPC_HIS_020_001","23627"," thymus - free text diagnostic term",""
"IMPC_HIS_021_001","23628"," thymus - mpath process term",""
"IMPC_HIS_022_001","23629"," thymus - severity score",""
"IMPC_HIS_023_001","23630"," thymus - descriptor pato",""
"IMPC_HIS_024_001","23631"," thymus - description",""
"IMPC_HIS_025_001","23632"," thyroid - mpath diagnostic term",""
"IMPC_HIS_026_001","23633"," thyroid - free text diagnostic term",""
"IMPC_HIS_027_001","23634"," thyroid - mpath process term",""
"IMPC_HIS_028_001","23635"," thyroid - severity score",""
"IMPC_HIS_029_001","23636"," thyroid - descriptor pato",""
"IMPC_HIS_030_001","23637"," thyroid - description",""
"IMPC_HIS_031_001","23638"," heart - mpath diagnostic term",""
"IMPC_HIS_032_001","23639"," heart - free text diagnostic term",""
"IMPC_HIS_033_001","23640"," heart - mpath process term",""
"IMPC_HIS_034_001","23641"," heart - severity score",""
"IMPC_HIS_035_001","23642"," heart - descriptor pato",""
"IMPC_HIS_036_001","23643"," heart - description",""
"IMPC_HIS_037_001","23644"," trachea - mpath diagnostic term",""
"IMPC_HIS_038_001","23645"," trachea - free text diagnostic term",""
"IMPC_HIS_039_001","23646"," trachea - mpath process term",""
"IMPC_HIS_040_001","23647"," trachea - severity score",""
"IMPC_HIS_041_001","23648"," trachea - descriptor pato",""
"IMPC_HIS_042_001","23649"," trachea - description",""
"IMPC_HIS_043_001","23650"," esophagus - mpath diagnostic term",""
"IMPC_HIS_044_001","23651"," esophagus - free text diagnostic term",""
"IMPC_HIS_045_001","23652"," esophagus - mpath process term",""
"IMPC_HIS_046_001","23653"," esophagus - severity score",""
"IMPC_HIS_047_001","23654"," esophagus - descriptor pato",""
"IMPC_HIS_048_001","23655"," esophagus - description",""
"IMPC_HIS_049_001","23656"," lung - mpath diagnostic term",""
"IMPC_HIS_050_001","23657"," lung - free text diagnostic term",""
"IMPC_HIS_051_001","23658"," lung - mpath process term",""
"IMPC_HIS_052_001","23659"," lung - severity score",""
"IMPC_HIS_053_001","23660"," lung - descriptor pato",""
"IMPC_HIS_054_001","23661"," lung - description",""
"IMPC_HIS_055_001","23662"," liver - mpath diagnostic term",""
"IMPC_HIS_056_001","23663"," liver - free text diagnostic term",""
"IMPC_HIS_057_001","23664"," liver - mpath process term",""
"IMPC_HIS_058_001","23665"," liver - severity score",""
"IMPC_HIS_059_001","23666"," liver - descriptor pato",""
"IMPC_HIS_060_001","23667"," liver - description",""
"IMPC_HIS_061_001","23668"," gall bladder - mpath diagnostic term",""
"IMPC_HIS_062_001","23669"," gall bladder - free text diagnostic term",""
"IMPC_HIS_063_001","23670"," gall bladder - mpath process term",""
"IMPC_HIS_064_001","23671"," gall bladder - severity score",""
"IMPC_HIS_065_001","23672"," gall bladder - descriptor pato",""
"IMPC_HIS_066_001","23673"," gall bladder - description",""
"IMPC_HIS_067_001","23674"," stomach - mpath diagnostic term",""
"IMPC_HIS_068_001","23675"," stomach - free text diagnostic term",""
"IMPC_HIS_069_001","23676"," stomach - mpath process term",""
"IMPC_HIS_070_001","23677"," stomach - severity score",""
"IMPC_HIS_071_001","23678"," stomach - descriptor pato",""
"IMPC_HIS_072_001","23679"," stomach - description",""
"IMPC_HIS_073_001","23680"," small intestine - mpath diagnostic term",""
"IMPC_HIS_074_001","23681"," small intestine - free text diagnostic term",""
"IMPC_HIS_075_001","23682"," small intestine - mpath process term",""
"IMPC_HIS_076_001","23683"," small intestine - severity score",""
"IMPC_HIS_077_001","23684"," small intestine - descriptor pato",""
"IMPC_HIS_078_001","23685"," small intestine - description",""
"IMPC_HIS_079_001","23686"," large intestine - mpath diagnostic term",""
"IMPC_HIS_080_001","23687"," large intestine - free text diagnostic term",""
"IMPC_HIS_081_001","23688"," large intestine - mpath process term",""
"IMPC_HIS_082_001","23689"," large intestine - severity score",""
"IMPC_HIS_083_001","23690"," large intestine - descriptor pato",""
"IMPC_HIS_084_001","23691"," large intestine - description",""
"IMPC_HIS_085_001","23692"," pancreas - mpath diagnostic term",""
"IMPC_HIS_086_001","23693"," pancreas - free text diagnostic term",""
"IMPC_HIS_087_001","23694"," pancreas - mpath process term",""
"IMPC_HIS_088_001","23695"," pancreas - severity score",""
"IMPC_HIS_089_001","23696"," pancreas - descriptor pato",""
"IMPC_HIS_090_001","23697"," pancreas - description",""
"IMPC_HIS_091_001","23698"," spleen - mpath diagnostic term",""
"IMPC_HIS_092_001","23699"," spleen - free text diagnostic term",""
"IMPC_HIS_093_001","23700"," spleen - mpath process term",""
"IMPC_HIS_094_001","23701"," spleen - severity score",""
"IMPC_HIS_095_001","23702"," spleen - descriptor pato",""
"IMPC_HIS_096_001","23703"," spleen - description",""
"IMPC_HIS_097_001","23704"," kidney - mpath diagnostic term",""
"IMPC_HIS_098_001","23705"," kidney - free text diagnostic term",""
"IMPC_HIS_099_001","23706"," kidney - mpath process term",""
"IMPC_HIS_100_001","23707"," kidney - severity score",""
"IMPC_HIS_101_001","23708"," kidney - descriptor pato",""
"IMPC_HIS_102_001","23709"," kidney - description",""
"IMPC_HIS_103_001","23710"," adrenal gland - mpath diagnostic term",""
"IMPC_HIS_104_001","23711"," adrenal gland - free text diagnostic term",""
"IMPC_HIS_105_001","23712"," adrenal gland - mpath process term",""
"IMPC_HIS_106_001","23713"," adrenal gland - severity score",""
"IMPC_HIS_107_001","23714"," adrenal gland - descriptor pato",""
"IMPC_HIS_108_001","23715"," adrenal gland - description",""
"IMPC_HIS_109_001","23716"," mammary gland - mpath diagnostic term",""
"IMPC_HIS_110_001","23717"," mammary gland - free text diagnostic term",""
"IMPC_HIS_111_001","23718"," mammary gland - mpath process term",""
"IMPC_HIS_112_001","23719"," mammary gland - severity score",""
"IMPC_HIS_113_001","23720"," mammary gland - descriptor pato",""
"IMPC_HIS_114_001","23721"," mammary gland - description",""
"IMPC_HIS_115_001","23722"," lymph node - mpath diagnostic term",""
"IMPC_HIS_116_001","23723"," lymph node - free text diagnostic term",""
"IMPC_HIS_117_001","23724"," lymph node - mpath process term",""
"IMPC_HIS_118_001","23725"," lymph node - severity score",""
"IMPC_HIS_119_001","23726"," lymph node - descriptor pato",""
"IMPC_HIS_120_001","23727"," lymph node - description",""
"IMPC_HIS_121_001","23728"," skin - mpath diagnostic term",""
"IMPC_HIS_122_001","23729"," skin - free text diagnostic term",""
"IMPC_HIS_123_001","23730"," skin - mpath process term",""
"IMPC_HIS_124_001","23731"," skin - severity score",""
"IMPC_HIS_125_001","23732"," skin - descriptor pato",""
"IMPC_HIS_126_001","23733"," skin - description",""
"IMPC_HIS_127_001","23734"," skeletal muscle - mpath diagnostic term",""
"IMPC_HIS_128_001","23735"," skeletal muscle - free text diagnostic term",""
"IMPC_HIS_129_001","23736"," skeletal muscle - mpath process term",""
"IMPC_HIS_130_001","23737"," skeletal muscle - severity score",""
"IMPC_HIS_131_001","23738"," skeletal muscle - descriptor pato",""
"IMPC_HIS_132_001","23739"," skeletal muscle - description",""
"IMPC_HIS_133_001","23740"," urinary bladder - mpath diagnostic term",""
"IMPC_HIS_134_001","23741"," urinary bladder - free text diagnostic term",""
"IMPC_HIS_135_001","23742"," urinary bladder - mpath process term",""
"IMPC_HIS_136_001","23743"," urinary bladder - severity score",""
"IMPC_HIS_137_001","23744"," urinary bladder - descriptor pato",""
"IMPC_HIS_138_001","23745"," urinary bladder - description",""
"IMPC_HIS_139_001","23746"," testes - mpath diagnostic term",""
"IMPC_HIS_140_001","23747"," testes - free text diagnostic term",""
"IMPC_HIS_141_001","23748"," testes - mpath process term",""
"IMPC_HIS_142_001","23749"," testes - severity score",""
"IMPC_HIS_143_001","23750"," testes - descriptor pato",""
"IMPC_HIS_144_001","23751"," testes - description",""
"IMPC_HIS_145_001","23752"," epididymis - mpath diagnostic term",""
"IMPC_HIS_146_001","23753"," epididymis - free text diagnostic term",""
"IMPC_HIS_147_001","23754"," epididymis - mpath process term",""
"IMPC_HIS_148_001","23755"," epididymis - severity score",""
"IMPC_HIS_149_001","23756"," epididymis - descriptor pato",""
"IMPC_HIS_150_001","23757"," epididymis - description",""
"IMPC_HIS_151_001","23758"," prostate - mpath diagnostic term",""
"IMPC_HIS_152_001","23759"," prostate - free text diagnostic term",""
"IMPC_HIS_153_001","23760"," prostate - mpath process term",""
"IMPC_HIS_154_001","23761"," prostate - severity score",""
"IMPC_HIS_155_001","23762"," prostate - descriptor pato",""
"IMPC_HIS_156_001","23763"," prostate - description",""
"IMPC_HIS_157_001","23764"," seminal vesicle - mpath diagnostic term",""
"IMPC_HIS_158_001","23765"," seminal vesicle - free text diagnostic term",""
"IMPC_HIS_159_001","23766"," seminal vesicle - mpath process term",""
"IMPC_HIS_160_001","23767"," seminal vesicle - severity score",""
"IMPC_HIS_161_001","23768"," seminal vesicle - descriptor pato",""
"IMPC_HIS_162_001","23769"," seminal vesicle - description",""
"IMPC_HIS_163_001","23770"," ovary - mpath diagnostic term",""
"IMPC_HIS_164_001","23771"," ovary - free text diagnostic term",""
"IMPC_HIS_165_001","23772"," ovary - mpath process term",""
"IMPC_HIS_166_001","23773"," ovary - severity score",""
"IMPC_HIS_167_001","23774"," ovary - descriptor pato",""
"IMPC_HIS_168_001","23775"," ovary - description",""
"IMPC_HIS_169_001","23776"," uterus - mpath diagnostic term",""
"IMPC_HIS_170_001","23777"," uterus - free text diagnostic term",""
"IMPC_HIS_171_001","23778"," uterus - mpath process term",""
"IMPC_HIS_172_001","23779"," uterus - severity score",""
"IMPC_HIS_173_001","23780"," uterus - descriptor pato",""
"IMPC_HIS_174_001","23781"," uterus - description",""
"IMPC_HIS_175_001","23782"," stain",""
"IMPC_HIS_176_001","23783"," section thickness",""
"IMPC_HIS_177_001","23784"," images",""
"IMPC_HIS_178_001","23785"," severity maximum score",""
"IMPC_HIS_179_001","23786"," brain - significance score",""
"IMPC_HIS_180_001","23787"," eye with optic nerve - significance score",""
"IMPC_HIS_181_001","23788"," spinal cord - significance score",""
"IMPC_HIS_182_001","23789"," thymus - significance score",""
"IMPC_HIS_183_001","23790"," thyroid - significance score",""
